Fecha;Día semana;Tipo de agregación;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Total (€/MWh)
2021-04-20;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;715746,217;79,19;0,0;1,32;0,5;;81,01
2021-04-20;Martes;Demanda agregada;672648,011;79,04;-0,01;1,47;0,54;2,43;83,47
2021-04-20;Martes;Comercializadores de último recurso;67324,54;79,57;0,0;1,45;0,37;4,16;85,55
2021-04-20;Martes;Comercializadores libres;590198,649;78,99;-0,01;1,47;0,54;2,26;83,26
2021-04-20;Martes;Comercializadores libres+consumidor directo en mercado;605323,471;78,98;-0,01;1,47;0,56;2,24;83,24
2021-04-20;Martes;Comercializadores libres+consumidor directo en mercado+exportación;605733,421;78,98;-0,01;1,47;0,56;2,23;83,23
2021-04-21;Miércoles;Todas las u.adquisición;706184,31;79,75;-0,04;1,0;0,43;2,32;83,47
2021-04-21;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;706184,31;79,75;-0,04;1,0;0,43;;81,15
2021-04-21;Miércoles;Demanda agregada;673377,125;79,78;-0,04;1,05;0,39;2,43;83,61
2021-04-21;Miércoles;Comercializadores de último recurso;67949,82;79,87;0,01;1,04;0,33;4,17;85,42
2021-04-21;Miércoles;Comercializadores libres;590159,427;79,78;-0,05;1,05;0,38;2,26;83,43
2021-04-21;Miércoles;Comercializadores libres+consumidor directo en mercado;605427,305;79,77;-0,05;1,05;0,4;2,24;83,41
2021-04-21;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;605835,201;79,77;-0,05;1,05;0,4;2,24;83,41
2021-04-22;Jueves;Todas las u.adquisición;714602,434;74,75;-0,01;1,58;0,65;2,3;79,27
2021-04-22;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;714602,434;74,75;-0,01;1,58;0,65;;76,97
2021-04-22;Jueves;Demanda agregada;675831,165;74,76;-0,01;1,75;0,61;2,43;79,54
2021-04-22;Jueves;Comercializadores de último recurso;67713,824;75,27;0,02;1,73;0,55;4,16;81,74
2021-04-22;Jueves;Comercializadores libres;592319,778;74,71;-0,01;1,75;0,6;2,27;79,32
2021-04-22;Jueves;Comercializadores libres+consumidor directo en mercado;608117,341;74,71;-0,01;1,75;0,62;2,24;79,3
2021-04-22;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;608846,601;74,71;-0,01;1,75;0,62;2,23;79,29
2021-04-23;Viernes;Todas las u.adquisición;713390,33;68,13;-0,11;2,1;0,86;2,19;73,16
2021-04-23;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;713390,33;68,13;-0,11;2,1;0,86;;70,97
2021-04-23;Viernes;Demanda agregada;648745,569;68,4;-0,12;2,4;1,31;2,41;74,4
2021-04-23;Viernes;Comercializadores de último recurso;65826,552;68,39;-0,02;2,38;1,0;4,16;75,9
2021-04-23;Viernes;Comercializadores libres;567439,105;68,4;-0,13;2,4;1,34;2,24;74,25
2021-04-23;Viernes;Comercializadores libres+consumidor directo en mercado;582919,017;68,4;-0,13;2,4;1,34;2,21;74,23
2021-04-23;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;583346,474;68,4;-0,13;2,4;1,34;2,21;74,23
2021-04-24;Sábado;Todas las u.adquisición;655475,607;57,06;-0,01;2,31;0,52;1,64;61,51
2021-04-24;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;655475,607;57,06;-0,01;2,31;0,52;;59,88
2021-04-24;Sábado;Demanda agregada;585869,393;57,28;-0,02;2,6;0,97;1,83;62,67
2021-04-24;Sábado;Comercializadores de último recurso;68011,941;57,48;0,0;2,43;1,03;4,17;65,11
2021-04-24;Sábado;Comercializadores libres;503747,104;57,26;-0,02;2,63;0,96;1,56;62,39
2021-04-24;Sábado;Comercializadores libres+consumidor directo en mercado;517857,452;57,25;-0,02;2,63;0,96;1,52;62,35
2021-04-24;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;518235,388;57,25;-0,02;2,63;0,96;1,52;62,35
2021-04-25;Domingo;Todas las u.adquisición;623360,868;61,23;-0,04;2,83;0,81;1,68;66,52
2021-04-25;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;623360,868;61,23;-0,04;2,83;0,81;;64,84
2021-04-25;Domingo;Demanda agregada;552181,032;61,54;-0,03;3,27;0,83;1,9;67,51
2021-04-25;Domingo;Comercializadores de último recurso;70280,029;61,98;0,0;3,03;1,4;4,18;70,58
2021-04-25;Domingo;Comercializadores libres;469365,941;61,49;-0,03;3,3;0,73;1,6;67,09
2021-04-25;Domingo;Comercializadores libres+consumidor directo en mercado;481901,003;61,48;-0,03;3,31;0,74;1,56;67,06
2021-04-25;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;482250,183;61,48;-0,03;3,31;0,74;1,56;67,05
2021-04-26;Lunes;Todas las u.adquisición;689567,387;76,1;0,0;1,69;0,38;2,35;80,51
2021-04-26;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;689567,387;76,1;0,0;1,69;0,38;;78,16
2021-04-26;Lunes;Demanda agregada;652724,845;76,2;0,0;1,86;0,37;2,48;80,9
2021-04-26;Lunes;Comercializadores de último recurso;66990,83;76,41;0,03;1,79;0,33;4,17;82,73
2021-04-26;Lunes;Comercializadores libres;570330,924;76,18;0,0;1,87;0,36;2,31;80,72
2021-04-26;Lunes;Comercializadores libres+consumidor directo en mercado;585734,015;76,18;-0,01;1,87;0,37;2,28;80,69
2021-04-26;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;586135,733;76,18;-0,01;1,87;0,37;2,28;80,69
2021-04-27;Martes;Todas las u.adquisición;713456,959;77,92;-0,01;1,43;0,23;2,27;81,83
2021-04-27;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;713456,959;77,92;-0,01;1,43;0,23;;79,56
2021-04-27;Martes;Demanda agregada;666515,287;78,0;-0,01;1,63;0,25;2,43;82,29
2021-04-27;Martes;Comercializadores de último recurso;66430,474;78,05;0,04;1,58;0,19;4,18;84,04
2021-04-27;Martes;Comercializadores libres;584323,714;77,99;-0,02;1,64;0,24;2,26;82,12
2021-04-27;Martes;Comercializadores libres+consumidor directo en mercado;600084,813;77,99;-0,01;1,64;0,25;2,24;82,1
2021-04-27;Martes;Comercializadores libres+consumidor directo en mercado+exportación;600586,23;77,99;-0,01;1,64;0,25;2,23;82,1
2021-04-28;Miércoles;Todas las u.adquisición;690033,252;74,55;0,0;1,5;0,19;2,33;78,56
2021-04-28;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;690033,252;74,55;0,0;1,5;0,19;;76,23
2021-04-28;Miércoles;Demanda agregada;661947,239;74,64;-0,01;1,63;0,2;2,43;78,89
2021-04-28;Miércoles;Comercializadores de último recurso;65833,315;74,79;0,01;1,56;0,09;4,17;80,62
2021-04-28;Miércoles;Comercializadores libres;580807,982;74,64;-0,01;1,64;0,19;2,26;78,72
2021-04-28;Miércoles;Comercializadores libres+consumidor directo en mercado;596113,924;74,63;-0,01;1,64;0,21;2,23;78,7
2021-04-28;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;596518,727;74,63;-0,01;1,64;0,21;2,23;78,7
2021-04-29;Jueves;Todas las u.adquisición;699061,638;75,07;-0,03;1,82;0,37;2,3;79,53
2021-04-29;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;699061,638;75,07;-0,03;1,82;0,37;;77,23
2021-04-29;Jueves;Demanda agregada;661878,288;75,18;-0,03;1,99;0,36;2,43;79,93
2021-04-29;Jueves;Comercializadores de último recurso;65416,469;75,76;0,0;1,95;0,35;4,17;82,23
2021-04-29;Jueves;Comercializadores libres;581182,291;75,13;-0,03;1,99;0,35;2,26;79,71
2021-04-29;Jueves;Comercializadores libres+consumidor directo en mercado;596461,819;75,12;-0,03;2,0;0,36;2,24;79,68
2021-04-29;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;597034,659;75,12;-0,03;1,99;0,36;2,23;79,68
2021-04-30;Viernes;Todas las u.adquisición;701879,165;79,16;-0,07;1,29;0,49;2,25;83,12
2021-04-30;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;701879,165;79,16;-0,07;1,29;0,49;;80,87
2021-04-30;Viernes;Demanda agregada;653035,911;79,25;-0,07;1,48;0,57;2,42;83,66
2021-04-30;Viernes;Comercializadores de último recurso;65166,297;78,94;-0,02;1,41;0,59;4,16;85,08
2021-04-30;Viernes;Comercializadores libres;571924,031;79,29;-0,07;1,49;0,57;2,26;83,53
2021-04-30;Viernes;Comercializadores libres+consumidor directo en mercado;587869,614;79,29;-0,07;1,49;0,57;2,23;83,5
2021-04-30;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;587945,612;79,29;-0,07;1,49;0,57;2,23;83,5
2021-05-01;Sábado;Todas las u.adquisición;666818,074;58,85;-0,02;3,19;0,7;1,56;64,29
2021-05-01;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;666818,074;58,85;-0,02;3,19;0,7;;62,72
2021-05-01;Sábado;Demanda agregada;544872,635;59,47;-0,02;3,95;1,26;1,91;66,58
2021-05-01;Sábado;Comercializadores de último recurso;68284,353;59,57;0,0;3,76;1,03;4,16;68,52
2021-05-01;Sábado;Comercializadores libres;462715,551;59,45;-0,02;3,98;1,28;1,64;66,33
2021-05-01;Sábado;Comercializadores libres+consumidor directo en mercado;476588,282;59,45;-0,02;3,98;1,29;1,59;66,3
2021-05-01;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;476588,282;59,45;-0,02;3,98;1,29;1,59;66,3
2021-05-02;Domingo;Todas las u.adquisición;650496,424;61,58;-0,05;3,93;0,64;1,55;67,64
2021-05-02;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;650496,424;61,58;-0,05;3,93;0,64;;66,1
2021-05-02;Domingo;Demanda agregada;527107,524;61,93;-0,07;4,97;1,05;1,91;69,78
2021-05-02;Domingo;Comercializadores de último recurso;66235,168;62,53;-0,02;4,78;1,58;4,16;73,03
2021-05-02;Domingo;Comercializadores libres;445526,999;61,86;-0,08;4,99;0,95;1,64;69,36
2021-05-02;Domingo;Comercializadores libres+consumidor directo en mercado;460872,356;61,84;-0,08;5,0;0,97;1,59;69,31
2021-05-02;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;460872,356;61,84;-0,08;5,0;0,97;1,59;69,31
2021-05-03;Lunes;Todas las u.adquisición;691309,529;74,3;-0,06;1,87;0,41;2,26;78,78
2021-05-03;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;691309,529;74,3;-0,06;1,87;0,41;;76,53
2021-05-03;Lunes;Demanda agregada;632260,243;74,85;-0,06;2,08;0,51;2,47;79,85
2021-05-03;Lunes;Comercializadores de último recurso;65522,334;75,47;-0,01;1,97;0,41;4,17;82,02
2021-05-03;Lunes;Comercializadores libres;548048,647;74,81;-0,05;2,09;0,5;2,31;79,65
2021-05-03;Lunes;Comercializadores libres+consumidor directo en mercado;566737,909;74,78;-0,07;2,1;0,52;2,27;79,6
2021-05-03;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;566737,909;74,78;-0,07;2,1;0,52;2,27;79,6
2021-05-04;Martes;Todas las u.adquisición;694464,28;80,97;-0,07;2,04;0,0;2,26;85,2
2021-05-04;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;694464,28;80,97;-0,07;2,04;0,0;;82,94
2021-05-04;Martes;Demanda agregada;654239,368;81,19;-0,08;2,2;0,28;2,4;86,0
2021-05-04;Martes;Comercializadores de último recurso;63384,93;81,16;0,02;2,14;0,16;4,17;87,66
2021-05-04;Martes;Comercializadores libres;571016,032;81,19;-0,06;2,21;0,29;2,24;85,88
2021-05-04;Martes;Comercializadores libres+consumidor directo en mercado;590854,438;81,19;-0,09;2,21;0,3;2,21;85,82
2021-05-04;Martes;Comercializadores libres+consumidor directo en mercado+exportación;590854,438;81,19;-0,09;2,21;0,3;2,21;85,82
2021-05-05;Miércoles;Todas las u.adquisición;703460,808;75,88;-0,07;2,23;0,25;2,22;80,51
2021-05-05;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;703460,808;75,88;-0,07;2,23;0,25;;78,29
2021-05-05;Miércoles;Demanda agregada;654744,458;75,86;-0,07;2,4;0,26;2,39;80,83
2021-05-05;Miércoles;Comercializadores de último recurso;62055,764;76,24;0,01;2,31;0,21;4,18;82,94
2021-05-05;Miércoles;Comercializadores libres;574503,97;75,82;-0,08;2,41;0,25;2,23;80,63
2021-05-05;Miércoles;Comercializadores libres+consumidor directo en mercado;592688,694;75,82;-0,08;2,41;0,26;2,2;80,61
2021-05-05;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;592688,694;75,82;-0,08;2,41;0,26;2,2;80,61
2021-05-06;Jueves;Todas las u.adquisición;719913,291;72,98;-0,04;2,13;0,7;2,16;77,93
2021-05-06;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;719913,291;72,98;-0,04;2,13;0,7;;75,77
2021-05-06;Jueves;Demanda agregada;653253,76;73,15;-0,05;2,39;0,85;2,39;78,73
2021-05-06;Jueves;Comercializadores de último recurso;61191,432;73,47;0,0;2,36;0,81;4,18;80,83
2021-05-06;Jueves;Comercializadores libres;574083,733;73,13;-0,06;2,39;0,84;2,23;78,53
2021-05-06;Jueves;Comercializadores libres+consumidor directo en mercado;592062,328;73,12;-0,05;2,39;0,86;2,2;78,51
2021-05-06;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;592062,328;73,12;-0,05;2,39;0,86;2,2;78,51
2021-05-07;Viernes;Todas las u.adquisición;698054,736;73,61;-0,02;2,01;0,87;2,2;78,66
2021-05-07;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;698054,736;73,61;-0,02;2,01;0,87;;76,47
2021-05-07;Viernes;Demanda agregada;645653,815;73,84;-0,02;2,19;0,97;2,37;79,35
2021-05-07;Viernes;Comercializadores de último recurso;59763,774;74,36;0,02;2,16;0,97;4,18;81,68
2021-05-07;Viernes;Comercializadores libres;567923,549;73,8;-0,03;2,19;0,96;2,22;79,14
2021-05-07;Viernes;Comercializadores libres+consumidor directo en mercado;585890,041;73,79;-0,03;2,19;0,97;2,19;79,11
2021-05-07;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;585890,041;73,79;-0,03;2,19;0,97;2,19;79,11
2021-05-08;Sábado;Todas las u.adquisición;710114,406;44,46;-0,09;2,34;1,02;1,42;49,15
2021-05-08;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;710114,406;44,46;-0,09;2,34;1,02;;47,73
2021-05-08;Sábado;Demanda agregada;579261,293;46,25;-0,1;2,87;1,58;1,75;52,34
2021-05-08;Sábado;Comercializadores de último recurso;60333,315;44,38;0,03;2,85;1,86;4,19;53,3
2021-05-08;Sábado;Comercializadores libres;500301,91;46,46;-0,11;2,87;1,52;1,51;52,26
2021-05-08;Sábado;Comercializadores libres+consumidor directo en mercado;518927,978;46,47;-0,12;2,87;1,54;1,46;52,23
2021-05-08;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;519926,768;46,39;-0,12;2,87;1,54;1,46;52,13
2021-05-09;Domingo;Todas las u.adquisición;688876,705;11,11;-0,04;3,64;2,17;1,43;18,3
2021-05-09;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;688876,705;11,11;-0,04;3,64;2,17;;16,87
2021-05-09;Domingo;Demanda agregada;541680,591;11,39;-0,05;4,62;2,81;1,82;20,6
2021-05-09;Domingo;Comercializadores de último recurso;63134,684;12,6;-0,01;4,34;2,62;4,21;23,76
2021-05-09;Domingo;Comercializadores libres;461677,954;11,26;-0,05;4,66;2,83;1,56;20,25
2021-05-09;Domingo;Comercializadores libres+consumidor directo en mercado;478545,907;11,23;-0,05;4,66;2,84;1,5;20,18
2021-05-09;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;479795,155;11,21;-0,06;4,65;2,83;1,5;20,13
2021-05-10;Lunes;Todas las u.adquisición;703275,67;60,13;0,0;2,26;0,93;2,2;65,51
2021-05-10;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;703275,67;60,13;0,0;2,26;0,93;;63,31
2021-05-10;Lunes;Demanda agregada;636376,788;60,62;0,0;2,5;1,03;2,43;66,58
2021-05-10;Lunes;Comercializadores de último recurso;61561,368;61,63;0,01;2,45;0,86;4,2;69,14
2021-05-10;Lunes;Comercializadores libres;556592,16;60,54;-0,01;2,5;1,03;2,28;66,34
2021-05-10;Lunes;Comercializadores libres+consumidor directo en mercado;574815,42;60,51;0,0;2,51;1,05;2,24;66,31
2021-05-10;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;574815,42;60,51;0,0;2,51;1,05;2,24;66,31
2021-05-11;Martes;Todas las u.adquisición;779044,692;52,68;-0,05;2,24;1,24;2,01;58,12
2021-05-11;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;779044,692;52,68;-0,05;2,24;1,24;;56,1
2021-05-11;Martes;Demanda agregada;654657,895;53,68;-0,04;2,66;1,67;2,39;60,38
2021-05-11;Martes;Comercializadores de último recurso;62302,076;54,51;0,01;2,65;1,53;4,19;62,9
2021-05-11;Martes;Comercializadores libres;574240,287;53,59;-0,04;2,66;1,67;2,24;60,12
2021-05-11;Martes;Comercializadores libres+consumidor directo en mercado;592355,819;53,59;-0,04;2,67;1,69;2,2;60,11
2021-05-11;Martes;Comercializadores libres+consumidor directo en mercado+exportación;592355,819;53,59;-0,04;2,67;1,69;2,2;60,11
2021-05-12;Miércoles;Todas las u.adquisición;764249,825;51,67;-0,12;2,22;0,7;2,07;56,53
2021-05-12;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;764249,825;51,67;-0,12;2,22;0,7;;54,47
2021-05-12;Miércoles;Demanda agregada;660699,012;52,73;-0,09;2,58;1,12;2,39;58,72
2021-05-12;Miércoles;Comercializadores de último recurso;62511,28;53,14;-0,04;2,54;0,89;4,19;60,73
2021-05-12;Miércoles;Comercializadores libres;578009,76;52,69;-0,08;2,58;1,11;2,24;58,55
2021-05-12;Miércoles;Comercializadores libres+consumidor directo en mercado;598187,732;52,68;-0,1;2,58;1,14;2,2;58,51
2021-05-12;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;598187,732;52,68;-0,1;2,58;1,14;2,2;58,51
2021-05-13;Jueves;Todas las u.adquisición;733569,912;59,28;0,03;2,15;0,75;2,15;64,35
2021-05-13;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;733569,912;59,28;0,03;2,15;0,75;;62,2
2021-05-13;Jueves;Demanda agregada;659256,985;59,63;0,05;2,4;1,01;2,39;65,48
2021-05-13;Jueves;Comercializadores de último recurso;62191,01;60,2;-0,01;2,36;0,96;4,19;67,7
2021-05-13;Jueves;Comercializadores libres;578285,125;59,56;-0,01;2,41;0,93;2,24;65,13
2021-05-13;Jueves;Comercializadores libres+consumidor directo en mercado;597065,975;59,57;0,05;2,41;1,01;2,2;65,25
2021-05-13;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;597065,975;59,57;0,05;2,41;1,01;2,2;65,25
2021-05-14;Viernes;Todas las u.adquisición;729136,922;71,39;-0,07;2,28;0,66;2,13;76,38
2021-05-14;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;729136,922;71,39;-0,07;2,28;0,66;;74,25
2021-05-14;Viernes;Demanda agregada;652500,107;71,67;-0,08;2,55;0,98;2,38;77,51
2021-05-14;Viernes;Comercializadores de último recurso;61239,494;72,2;-0,02;2,5;0,83;4,18;79,7
2021-05-14;Viernes;Comercializadores libres;573243,473;71,62;-0,07;2,55;0,96;2,23;77,28
2021-05-14;Viernes;Comercializadores libres+consumidor directo en mercado;591260,613;71,62;-0,08;2,55;1,0;2,19;77,28
2021-05-14;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;591260,613;71,62;-0,08;2,55;1,0;2,19;77,28
2021-05-15;Sábado;Todas las u.adquisición;723157,491;40,22;-0,02;2,36;1,13;1,44;45,12
2021-05-15;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;723157,491;40,22;-0,02;2,36;1,13;;43,69
2021-05-15;Sábado;Demanda agregada;589032,708;42,24;-0,01;2,9;1,66;1,76;48,56
2021-05-15;Sábado;Comercializadores de último recurso;62105,776;41,08;0,02;2,81;1,89;4,19;49,98
2021-05-15;Sábado;Comercializadores libres;508582,619;42,38;-0,02;2,91;1,6;1,53;48,41
2021-05-15;Sábado;Comercializadores libres+consumidor directo en mercado;526926,932;42,38;-0,01;2,92;1,63;1,48;48,39
2021-05-15;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;526926,932;42,38;-0,01;2,92;1,63;1,48;48,39
2021-05-16;Domingo;Todas las u.adquisición;726534,665;25,5;-0,04;4,04;1,49;1,36;32,35
2021-05-16;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;726534,665;25,5;-0,04;4,04;1,49;;30,99
2021-05-16;Domingo;Demanda agregada;548425,991;26,9;-0,06;5,62;2,5;1,8;36,76
2021-05-16;Domingo;Comercializadores de último recurso;62457,517;27,15;-0,01;5,53;2,54;4,2;39,41
2021-05-16;Domingo;Comercializadores libres;469032,061;26,88;-0,07;5,63;2,47;1,55;36,47
2021-05-16;Domingo;Comercializadores libres+consumidor directo en mercado;485968,474;26,87;-0,06;5,63;2,49;1,5;36,42
2021-05-16;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;485968,474;26,87;-0,06;5,63;2,49;1,5;36,42
2021-05-17;Lunes;Todas las u.adquisición;680002,195;77,39;-0,04;2,4;0,65;2,26;82,66
2021-05-17;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;680002,195;77,39;-0,04;2,4;0,65;;80,4
2021-05-17;Lunes;Demanda agregada;632841,601;77,74;-0,04;2,59;0,85;2,43;83,56
